id,layer,templateId,tags,question,optionA,optionB,optionC,optionD,axes,sensitivity
"L4-L4-17-153-46acb808","L4","L4-17","精神误解","如果只能选一个更贴近的：提到「独处的需要」，我最不想被误会成「不把家里放在心上」。更真实的是？","这对我的心理健康有帮助","这样我会更舒服自在","我在学着对自己负责","我想被看见真实的自己","reason_0|reason_1|reason_2|reason_3","sensitive"
"L4-L4-17-146-befea1f1","L4","L4-17","精神误解","最近这段时间，提到「关于未来的节奏」，我最不想被误会成「故意让你们担心」。更真实的是？","想保留一点自己的节奏","这样我会更舒服自在","我在学着对自己负责","我需要一点点掌控感","reason_0|reason_1|reason_2|reason_3","sensitive"
"L4-L4-17-145-22eb2c11","L4","L4-17","精神误解","如果只能选一个更贴近的：提到「关于未来的节奏」，我最不想被误会成「故意让你们担心」。更真实的是？","想保留一点自己的节奏","这样我会更舒服自在","我在学着对自己负责","我需要一点点掌控感","reason_0|reason_1|reason_2|reason_3","sensitive"
"L4-L4-17-147-bec98fe6","L4","L4-17","精神误解","在我们家沟通里，提到「关于未来的节奏」，我最不想被误会成「故意让你们担心」。更真实的是？","想保留一点自己的节奏","这样我会更舒服自在","我在学着对自己负责","我需要一点点掌控感","reason_0|reason_1|reason_2|reason_3","sensitive"
"L4-L4-17-149-3cedcfcb","L4","L4-17","精神误解","如果只能选一个更贴近的：提到「被理解这件事」，我最不想被误会成「故意唱反调」。更真实的是？","我在认真尝试喜欢的事","我需要一点点掌控感","我想用自己的方式爱这个家","这是我表达自己的方式","reason_0|reason_1|reason_2|reason_3","sensitive"
"L4-L4-17-148-1de680c4","L4","L4-17","精神误解","提到「被理解这件事」，我最不想被误会成「故意唱反调」。更真实的是？","我在认真尝试喜欢的事","我需要一点点掌控感","我想用自己的方式爱这个家","这是我表达自己的方式","reason_0|reason_1|reason_2|reason_3","sensitive"
"L4-L4-17-201-85b9b4dd","L4","L4-17","精神误解","如果只能选一个更贴近的：提到「被理解这件事」，我最不想被误会成「不懂事或太自我」。更真实的是？","我在认真尝试喜欢的事","我希望被当成成年人看待","我在学着对自己负责","我想被看见真实的自己","reason_0|reason_1|reason_2|reason_3","sensitive"
"L4-L4-17-200-76c7edd1","L4","L4-17","精神误解","提到「被理解这件事」，我最不想被误会成「不懂事或太自我」。更真实的是？","我在认真尝试喜欢的事","我希望被当成成年人看待","我在学着对自己负责","我想被看见真实的自己","reason_0|reason_1|reason_2|reason_3","sensitive"
"L4-L4-17-202-144b62bd","L4","L4-17","精神误解","最近这段时间，提到「被理解这件事」，我最不想被误会成「不懂事或太自我」。更真实的是？","我在认真尝试喜欢的事","我希望被当成成年人看待","我在学着对自己负责","我想被看见真实的自己","reason_0|reason_1|reason_2|reason_3","sensitive"
"L4-L4-17-204-b565d279","L4","L4-17","精神误解","提到「关于未来的节奏」，我最不想被误会成「故意唱反调」。更真实的是？","想保留一点自己的节奏","这对我的心理健康有帮助","我想被看见真实的自己","我想用自己的方式爱这个家","reason_0|reason_1|reason_2|reason_3","sensitive"
"L4-L4-17-203-836333aa","L4","L4-17","精神误解","在我们家沟通里，提到「被理解这件事」，我最不想被误会成「不懂事或太自我」。更真实的是？","我在认真尝试喜欢的事","我希望被当成成年人看待","我在学着对自己负责","我想被看见真实的自己","reason_0|reason_1|reason_2|reason_3","sensitive"
"L4-L4-17-196-18aa45d6","L4","L4-17","精神误解","提到「想成为什么样的人」，我最不想被误会成「浪费时间和钱」。更真实的是？","这能让我从压力里喘口气","我希望被当成成年人看待","我想被看见真实的自己","我想先自己消化","reason_0|reason_1|reason_2|reason_3","sensitive"
"L4-L4-17-195-7b242220","L4","L4-17","精神误解","在我们家沟通里，提到「被理解这件事」，我最不想被误会成「被外界带坏了」。更真实的是？","我想先自己消化","这是我表达自己的方式","我在认真尝试喜欢的事","想保留一点自己的节奏","reason_0|reason_1|reason_2|reason_3","sensitive"
"L4-L4-17-197-f3f2e9a8","L4","L4-17","精神误解","如果只能选一个更贴近的：提到「想成为什么样的人」，我最不想被误会成「浪费时间和钱」。更真实的是？","这能让我从压力里喘口气","我希望被当成成年人看待","我想被看见真实的自己","我想先自己消化","reason_0|reason_1|reason_2|reason_3","sensitive"
"L4-L4-17-199-c1f9f9af","L4","L4-17","精神误解","在我们家沟通里，提到「想成为什么样的人」，我最不想被误会成「浪费时间和钱」。更真实的是？","这能让我从压力里喘口气","我希望被当成成年人看待","我想被看见真实的自己","我想先自己消化","reason_0|reason_1|reason_2|reason_3","sensitive"
"L4-L4-17-198-41c637b1","L4","L4-17","精神误解","最近这段时间，提到「想成为什么样的人」，我最不想被误会成「浪费时间和钱」。更真实的是？","这能让我从压力里喘口气","我希望被当成成年人看待","我想被看见真实的自己","我想先自己消化","reason_0|reason_1|reason_2|reason_3","sensitive"
"L4-L4-17-211-cfa400ae","L4","L4-17","精神误解","在我们家沟通里，提到「关于未来的节奏」，我最不想被误会成「做事没长远考虑」。更真实的是？","我想用自己的方式爱这个家","这样我会更舒服自在","我希望被当成成年人看待","这是我表达自己的方式","reason_0|reason_1|reason_2|reason_3","sensitive"
"L4-L4-17-210-5c83ed88","L4","L4-17","精神误解","最近这段时间，提到「关于未来的节奏」，我最不想被误会成「做事没长远考虑」。更真实的是？","我想用自己的方式爱这个家","这样我会更舒服自在","我希望被当成成年人看待","这是我表达自己的方式","reason_0|reason_1|reason_2|reason_3","sensitive"
"L4-L4-17-212-fa95d252","L4","L4-17","精神误解","提到「不想被定义的部分」，我最不想被误会成「故意让你们担心」。更真实的是？","我希望被当成成年人看待","我需要一点点掌控感","这是我表达自己的方式","这对我的心理健康有帮助","reason_0|reason_1|reason_2|reason_3","sensitive"
"L4-L4-17-214-65fa2286","L4","L4-17","精神误解","最近这段时间，提到「不想被定义的部分」，我最不想被误会成「故意让你们担心」。更真实的是？","我希望被当成成年人看待","我需要一点点掌控感","这是我表达自己的方式","这对我的心理健康有帮助","reason_0|reason_1|reason_2|reason_3","sensitive"
"L4-L4-17-213-233171e5","L4","L4-17","精神误解","如果只能选一个更贴近的：提到「不想被定义的部分」，我最不想被误会成「故意让你们担心」。更真实的是？","我希望被当成成年人看待","我需要一点点掌控感","这是我表达自己的方式","这对我的心理健康有帮助","reason_0|reason_1|reason_2|reason_3","sensitive"
"L4-L4-17-206-9f76a0d7","L4","L4-17","精神误解","最近这段时间，提到「关于未来的节奏」，我最不想被误会成「故意唱反调」。更真实的是？","想保留一点自己的节奏","这对我的心理健康有帮助","我想被看见真实的自己","我想用自己的方式爱这个家","reason_0|reason_1|reason_2|reason_3","sensitive"
"L4-L4-17-205-28e14daa","L4","L4-17","精神误解","如果只能选一个更贴近的：提到「关于未来的节奏」，我最不想被误会成「故意唱反调」。更真实的是？","想保留一点自己的节奏","这对我的心理健康有帮助","我想被看见真实的自己","我想用自己的方式爱这个家","reason_0|reason_1|reason_2|reason_3","sensitive"
"L4-L4-17-207-235b8fa8","L4","L4-17","精神误解","在我们家沟通里，提到「关于未来的节奏」，我最不想被误会成「故意唱反调」。更真实的是？","想保留一点自己的节奏","这对我的心理健康有帮助","我想被看见真实的自己","我想用自己的方式爱这个家","reason_0|reason_1|reason_2|reason_3","sensitive"
"L4-L4-17-209-511df6db","L4","L4-17","精神误解","如果只能选一个更贴近的：提到「关于未来的节奏」，我最不想被误会成「做事没长远考虑」。更真实的是？","我想用自己的方式爱这个家","这样我会更舒服自在","我希望被当成成年人看待","这是我表达自己的方式","reason_0|reason_1|reason_2|reason_3","sensitive"
"L4-L4-17-208-0def29f7","L4","L4-17","精神误解","提到「关于未来的节奏」，我最不想被误会成「做事没长远考虑」。更真实的是？","我想用自己的方式爱这个家","这样我会更舒服自在","我希望被当成成年人看待","这是我表达自己的方式","reason_0|reason_1|reason_2|reason_3","sensitive"
"L4-L4-17-181-02bcb7a8","L4","L4-17","精神误解","如果只能选一个更贴近的：提到「对稳定和冒险的看法」，我最不想被误会成「被外界带坏了」。更真实的是？","我在学着对自己负责","我希望被当成成年人看待","这是我表达自己的方式","这样我会更舒服自在","reason_0|reason_1|reason_2|reason_3","sensitive"
"L4-L4-17-180-4732c968","L4","L4-17","精神误解","提到「对稳定和冒险的看法」，我最不想被误会成「被外界带坏了」。更真实的是？","我在学着对自己负责","我希望被当成成年人看待","这是我表达自己的方式","这样我会更舒服自在","reason_0|reason_1|reason_2|reason_3","sensitive"
"L4-L4-17-182-80a38cde","L4","L4-17","精神误解","最近这段时间，提到「对稳定和冒险的看法」，我最不想被误会成「被外界带坏了」。更真实的是？","我在学着对自己负责","我希望被当成成年人看待","这是我表达自己的方式","这样我会更舒服自在","reason_0|reason_1|reason_2|reason_3","sensitive"
"L4-L4-17-184-28e7719d","L4","L4-17","精神误解","提到「自我价值感来源」，我最不想被误会成「不把家里放在心上」。更真实的是？","我在认真尝试喜欢的事","这能让我从压力里喘口气","这是我表达自己的方式","我想被看见真实的自己","reason_0|reason_1|reason_2|reason_3","sensitive"
"L4-L4-17-183-6ea05e6a","L4","L4-17","精神误解","在我们家沟通里，提到「对稳定和冒险的看法」，我最不想被误会成「被外界带坏了」。更真实的是？","我在学着对自己负责","我希望被当成成年人看待","这是我表达自己的方式","这样我会更舒服自在","reason_0|reason_1|reason_2|reason_3","sensitive"
"L4-L4-17-176-b1df916e","L4","L4-17","精神误解","提到「面对否定时的自我保护」，我最不想被误会成「浪费时间和钱」。更真实的是？","我在认真尝试喜欢的事","这样我会更舒服自在","我希望被当成成年人看待","这是我表达自己的方式","reason_0|reason_1|reason_2|reason_3","sensitive"
"L4-L4-17-175-cf3a48b6","L4","L4-17","精神误解","在我们家沟通里，提到「关于未来的节奏」，我最不想被误会成「叛逆或不听话」。更真实的是？","我在学着对自己负责","我需要一点点掌控感","这是我表达自己的方式","我希望被当成成年人看待","reason_0|reason_1|reason_2|reason_3","sensitive"
"L4-L4-17-177-0e4435b4","L4","L4-17","精神误解","如果只能选一个更贴近的：提到「面对否定时的自我保护」，我最不想被误会成「浪费时间和钱」。更真实的是？","我在认真尝试喜欢的事","这样我会更舒服自在","我希望被当成成年人看待","这是我表达自己的方式","reason_0|reason_1|reason_2|reason_3","sensitive"
"L4-L4-17-179-4d55fb1b","L4","L4-17","精神误解","在我们家沟通里，提到「面对否定时的自我保护」，我最不想被误会成「浪费时间和钱」。更真实的是？","我在认真尝试喜欢的事","这样我会更舒服自在","我希望被当成成年人看待","这是我表达自己的方式","reason_0|reason_1|reason_2|reason_3","sensitive"
"L4-L4-17-178-277ecf99","L4","L4-17","精神误解","最近这段时间，提到「面对否定时的自我保护」，我最不想被误会成「浪费时间和钱」。更真实的是？","我在认真尝试喜欢的事","这样我会更舒服自在","我希望被当成成年人看待","这是我表达自己的方式","reason_0|reason_1|reason_2|reason_3","sensitive"
"L4-L4-17-191-52f945c5","L4","L4-17","精神误解","在我们家沟通里，提到「精神内耗时的需要」，我最不想被误会成「故意让你们担心」。更真实的是？","我想用自己的方式爱这个家","这样我会更舒服自在","我在学着对自己负责","这对我的心理健康有帮助","reason_0|reason_1|reason_2|reason_3","sensitive"
"L4-L4-17-190-908898fa","L4","L4-17","精神误解","最近这段时间，提到「精神内耗时的需要」，我最不想被误会成「故意让你们担心」。更真实的是？","我想用自己的方式爱这个家","这样我会更舒服自在","我在学着对自己负责","这对我的心理健康有帮助","reason_0|reason_1|reason_2|reason_3","sensitive"
"L4-L4-17-192-fd9255e4","L4","L4-17","精神误解","提到「被理解这件事」，我最不想被误会成「被外界带坏了」。更真实的是？","我想先自己消化","这是我表达自己的方式","我在认真尝试喜欢的事","想保留一点自己的节奏","reason_0|reason_1|reason_2|reason_3","sensitive"
"L4-L4-17-194-9b7102d3","L4","L4-17","精神误解","最近这段时间，提到「被理解这件事」，我最不想被误会成「被外界带坏了」。更真实的是？","我想先自己消化","这是我表达自己的方式","我在认真尝试喜欢的事","想保留一点自己的节奏","reason_0|reason_1|reason_2|reason_3","sensitive"
"L4-L4-17-193-f5206813","L4","L4-17","精神误解","如果只能选一个更贴近的：提到「被理解这件事」，我最不想被误会成「被外界带坏了」。更真实的是？","我想先自己消化","这是我表达自己的方式","我在认真尝试喜欢的事","想保留一点自己的节奏","reason_0|reason_1|reason_2|reason_3","sensitive"
"L4-L4-17-186-d196af47","L4","L4-17","精神误解","最近这段时间，提到「自我价值感来源」，我最不想被误会成「不把家里放在心上」。更真实的是？","我在认真尝试喜欢的事","这能让我从压力里喘口气","这是我表达自己的方式","我想被看见真实的自己","reason_0|reason_1|reason_2|reason_3","sensitive"
"L4-L4-17-185-17014753","L4","L4-17","精神误解","如果只能选一个更贴近的：提到「自我价值感来源」，我最不想被误会成「不把家里放在心上」。更真实的是？","我在认真尝试喜欢的事","这能让我从压力里喘口气","这是我表达自己的方式","我想被看见真实的自己","reason_0|reason_1|reason_2|reason_3","sensitive"
"L4-L4-17-187-29c0dbbc","L4","L4-17","精神误解","在我们家沟通里，提到「自我价值感来源」，我最不想被误会成「不把家里放在心上」。更真实的是？","我在认真尝试喜欢的事","这能让我从压力里喘口气","这是我表达自己的方式","我想被看见真实的自己","reason_0|reason_1|reason_2|reason_3","sensitive"
"L4-L4-17-189-cc692cb2","L4","L4-17","精神误解","如果只能选一个更贴近的：提到「精神内耗时的需要」，我最不想被误会成「故意让你们担心」。更真实的是？","我想用自己的方式爱这个家","这样我会更舒服自在","我在学着对自己负责","这对我的心理健康有帮助","reason_0|reason_1|reason_2|reason_3","sensitive"
"L4-L4-17-188-a4d58768","L4","L4-17","精神误解","提到「精神内耗时的需要」，我最不想被误会成「故意让你们担心」。更真实的是？","我想用自己的方式爱这个家","这样我会更舒服自在","我在学着对自己负责","这对我的心理健康有帮助","reason_0|reason_1|reason_2|reason_3","sensitive"
"L4-L4-17-134-88f73742","L4","L4-17","精神误解","最近这段时间，提到「不想被定义的部分」，我最不想被误会成「浪费时间和钱」。更真实的是？","这对我的心理健康有帮助","我在学着对自己负责","我想用自己的方式爱这个家","想保留一点自己的节奏","reason_0|reason_1|reason_2|reason_3","sensitive"
"L4-L4-17-080-1252acb6","L4","L4-17","精神误解","提到「独处的需要」，我最不想被误会成「在赌气」。更真实的是？","我在学着对自己负责","这对我的心理健康有帮助","这样我会更舒服自在","我想被看见真实的自己","reason_0|reason_1|reason_2|reason_3","sensitive"
"L4-L4-17-079-a2ca7ec4","L4","L4-17","精神误解","在我们家沟通里，提到「对成功的定义」，我最不想被误会成「在赌气」。更真实的是？","我在认真尝试喜欢的事","这对我的心理健康有帮助","我想被看见真实的自己","我想先自己消化","reason_0|reason_1|reason_2|reason_3","sensitive"
"L4-L4-17-081-5cba0f04","L4","L4-17","精神误解","如果只能选一个更贴近的：提到「独处的需要」，我最不想被误会成「在赌气」。更真实的是？","我在学着对自己负责","这对我的心理健康有帮助","这样我会更舒服自在","我想被看见真实的自己","reason_0|reason_1|reason_2|reason_3","sensitive"
"L4-L4-17-083-a83b4035","L4","L4-17","精神误解","在我们家沟通里，提到「独处的需要」，我最不想被误会成「在赌气」。更真实的是？","我在学着对自己负责","这对我的心理健康有帮助","这样我会更舒服自在","我想被看见真实的自己","reason_0|reason_1|reason_2|reason_3","sensitive"
"L4-L4-17-082-d73f126d","L4","L4-17","精神误解","最近这段时间，提到「独处的需要」，我最不想被误会成「在赌气」。更真实的是？","我在学着对自己负责","这对我的心理健康有帮助","这样我会更舒服自在","我想被看见真实的自己","reason_0|reason_1|reason_2|reason_3","sensitive"
"L4-L4-17-075-cde686fa","L4","L4-17","精神误解","在我们家沟通里，提到「独处的需要」，我最不想被误会成「浪费时间和钱」。更真实的是？","这能让我从压力里喘口气","这对我的心理健康有帮助","这是我表达自己的方式","我在认真尝试喜欢的事","reason_0|reason_1|reason_2|reason_3","sensitive"
"L4-L4-17-074-b83df51f","L4","L4-17","精神误解","最近这段时间，提到「独处的需要」，我最不想被误会成「浪费时间和钱」。更真实的是？","这能让我从压力里喘口气","这对我的心理健康有帮助","这是我表达自己的方式","我在认真尝试喜欢的事","reason_0|reason_1|reason_2|reason_3","sensitive"
"L4-L4-17-076-749fb24a","L4","L4-17","精神误解","提到「对成功的定义」，我最不想被误会成「在赌气」。更真实的是？","我在认真尝试喜欢的事","这对我的心理健康有帮助","我想被看见真实的自己","我想先自己消化","reason_0|reason_1|reason_2|reason_3","sensitive"
"L4-L4-17-078-4c1feed5","L4","L4-17","精神误解","最近这段时间，提到「对成功的定义」，我最不想被误会成「在赌气」。更真实的是？","我在认真尝试喜欢的事","这对我的心理健康有帮助","我想被看见真实的自己","我想先自己消化","reason_0|reason_1|reason_2|reason_3","sensitive"
"L4-L4-17-077-53b90f63","L4","L4-17","精神误解","如果只能选一个更贴近的：提到「对成功的定义」，我最不想被误会成「在赌气」。更真实的是？","我在认真尝试喜欢的事","这对我的心理健康有帮助","我想被看见真实的自己","我想先自己消化","reason_0|reason_1|reason_2|reason_3","sensitive"
"L4-L4-17-090-99bb14d5","L4","L4-17","精神误解","最近这段时间，提到「对家庭责任的看法」，我最不想被误会成「被外界带坏了」。更真实的是？","我需要一点点掌控感","这是我表达自己的方式","我想先自己消化","我在认真尝试喜欢的事","reason_0|reason_1|reason_2|reason_3","sensitive"
"L4-L4-17-089-694fce4a","L4","L4-17","精神误解","如果只能选一个更贴近的：提到「对家庭责任的看法」，我最不想被误会成「被外界带坏了」。更真实的是？","我需要一点点掌控感","这是我表达自己的方式","我想先自己消化","我在认真尝试喜欢的事","reason_0|reason_1|reason_2|reason_3","sensitive"
"L4-L4-17-091-57907bfe","L4","L4-17","精神误解","在我们家沟通里，提到「对家庭责任的看法」，我最不想被误会成「被外界带坏了」。更真实的是？","我需要一点点掌控感","这是我表达自己的方式","我想先自己消化","我在认真尝试喜欢的事","reason_0|reason_1|reason_2|reason_3","sensitive"
"L4-L4-17-093-e8344c1b","L4","L4-17","精神误解","如果只能选一个更贴近的：提到「精神内耗时的需要」，我最不想被误会成「不接受你们的好意」。更真实的是？","我在认真尝试喜欢的事","这能让我从压力里喘口气","我想用自己的方式爱这个家","这对我的心理健康有帮助","reason_0|reason_1|reason_2|reason_3","sensitive"
"L4-L4-17-092-7deffc38","L4","L4-17","精神误解","提到「精神内耗时的需要」，我最不想被误会成「不接受你们的好意」。更真实的是？","我在认真尝试喜欢的事","这能让我从压力里喘口气","我想用自己的方式爱这个家","这对我的心理健康有帮助","reason_0|reason_1|reason_2|reason_3","sensitive"
"L4-L4-17-085-136935cf","L4","L4-17","精神误解","如果只能选一个更贴近的：提到「对「乖」和「真」的取舍」，我最不想被误会成「故意让你们担心」。更真实的是？","这对我的心理健康有帮助","这样我会更舒服自在","我想用自己的方式爱这个家","我希望被当成成年人看待","reason_0|reason_1|reason_2|reason_3","sensitive"
"L4-L4-17-084-28c38c75","L4","L4-17","精神误解","提到「对「乖」和「真」的取舍」，我最不想被误会成「故意让你们担心」。更真实的是？","这对我的心理健康有帮助","这样我会更舒服自在","我想用自己的方式爱这个家","我希望被当成成年人看待","reason_0|reason_1|reason_2|reason_3","sensitive"
"L4-L4-17-086-e25841b3","L4","L4-17","精神误解","最近这段时间，提到「对「乖」和「真」的取舍」，我最不想被误会成「故意让你们担心」。更真实的是？","这对我的心理健康有帮助","这样我会更舒服自在","我想用自己的方式爱这个家","我希望被当成成年人看待","reason_0|reason_1|reason_2|reason_3","sensitive"
"L4-L4-17-088-08e73834","L4","L4-17","精神误解","提到「对家庭责任的看法」，我最不想被误会成「被外界带坏了」。更真实的是？","我需要一点点掌控感","这是我表达自己的方式","我想先自己消化","我在认真尝试喜欢的事","reason_0|reason_1|reason_2|reason_3","sensitive"
"L4-L4-17-087-9f238d45","L4","L4-17","精神误解","在我们家沟通里，提到「对「乖」和「真」的取舍」，我最不想被误会成「故意让你们担心」。更真实的是？","这对我的心理健康有帮助","这样我会更舒服自在","我想用自己的方式爱这个家","我希望被当成成年人看待","reason_0|reason_1|reason_2|reason_3","sensitive"
"L4-L4-17-060-ff355719","L4","L4-17","精神误解","提到「对成功的定义」，我最不想被误会成「叛逆或不听话」。更真实的是？","我希望被当成成年人看待","这能让我从压力里喘口气","这样我会更舒服自在","我想先自己消化","reason_0|reason_1|reason_2|reason_3","sensitive"
"L4-L4-17-059-fad566be","L4","L4-17","精神误解","在我们家沟通里，提到「对家庭责任的看法」，我最不想被误会成「浪费时间和钱」。更真实的是？","这对我的心理健康有帮助","想保留一点自己的节奏","我想先自己消化","我需要一点点掌控感","reason_0|reason_1|reason_2|reason_3","sensitive"
"L4-L4-17-061-74d65008","L4","L4-17","精神误解","如果只能选一个更贴近的：提到「对成功的定义」，我最不想被误会成「叛逆或不听话」。更真实的是？","我希望被当成成年人看待","这能让我从压力里喘口气","这样我会更舒服自在","我想先自己消化","reason_0|reason_1|reason_2|reason_3","sensitive"
"L4-L4-17-063-3b342bf9","L4","L4-17","精神误解","在我们家沟通里，提到「对成功的定义」，我最不想被误会成「叛逆或不听话」。更真实的是？","我希望被当成成年人看待","这能让我从压力里喘口气","这样我会更舒服自在","我想先自己消化","reason_0|reason_1|reason_2|reason_3","sensitive"
"L4-L4-17-062-fcd8d612","L4","L4-17","精神误解","最近这段时间，提到「对成功的定义」，我最不想被误会成「叛逆或不听话」。更真实的是？","我希望被当成成年人看待","这能让我从压力里喘口气","这样我会更舒服自在","我想先自己消化","reason_0|reason_1|reason_2|reason_3","sensitive"
"L4-L4-17-055-32e9dfcf","L4","L4-17","精神误解","在我们家沟通里，提到「对家庭责任的看法」，我最不想被误会成「故意让你们担心」。更真实的是？","这对我的心理健康有帮助","想保留一点自己的节奏","我想用自己的方式爱这个家","我在学着对自己负责","reason_0|reason_1|reason_2|reason_3","sensitive"
"L4-L4-17-054-c8b7c76f","L4","L4-17","精神误解","最近这段时间，提到「对家庭责任的看法」，我最不想被误会成「故意让你们担心」。更真实的是？","这对我的心理健康有帮助","想保留一点自己的节奏","我想用自己的方式爱这个家","我在学着对自己负责","reason_0|reason_1|reason_2|reason_3","sensitive"
"L4-L4-17-056-4bf4e3eb","L4","L4-17","精神误解","提到「对家庭责任的看法」，我最不想被误会成「浪费时间和钱」。更真实的是？","这对我的心理健康有帮助","想保留一点自己的节奏","我想先自己消化","我需要一点点掌控感","reason_0|reason_1|reason_2|reason_3","sensitive"
"L4-L4-17-058-1311c342","L4","L4-17","精神误解","最近这段时间，提到「对家庭责任的看法」，我最不想被误会成「浪费时间和钱」。更真实的是？","这对我的心理健康有帮助","想保留一点自己的节奏","我想先自己消化","我需要一点点掌控感","reason_0|reason_1|reason_2|reason_3","sensitive"
"L4-L4-17-057-b2a92377","L4","L4-17","精神误解","如果只能选一个更贴近的：提到「对家庭责任的看法」，我最不想被误会成「浪费时间和钱」。更真实的是？","这对我的心理健康有帮助","想保留一点自己的节奏","我想先自己消化","我需要一点点掌控感","reason_0|reason_1|reason_2|reason_3","sensitive"
"L4-L4-17-070-4733cced","L4","L4-17","精神误解","最近这段时间，提到「对家庭责任的看法」，我最不想被误会成「在赌气」。更真实的是？","想保留一点自己的节奏","我希望被当成成年人看待","我想被看见真实的自己","我需要一点点掌控感","reason_0|reason_1|reason_2|reason_3","sensitive"
"L4-L4-17-069-d94bc1cd","L4","L4-17","精神误解","如果只能选一个更贴近的：提到「对家庭责任的看法」，我最不想被误会成「在赌气」。更真实的是？","想保留一点自己的节奏","我希望被当成成年人看待","我想被看见真实的自己","我需要一点点掌控感","reason_0|reason_1|reason_2|reason_3","sensitive"
"L4-L4-17-071-b76cee6b","L4","L4-17","精神误解","在我们家沟通里，提到「对家庭责任的看法」，我最不想被误会成「在赌气」。更真实的是？","想保留一点自己的节奏","我希望被当成成年人看待","我想被看见真实的自己","我需要一点点掌控感","reason_0|reason_1|reason_2|reason_3","sensitive"
"L4-L4-17-073-7c22077d","L4","L4-17","精神误解","如果只能选一个更贴近的：提到「独处的需要」，我最不想被误会成「浪费时间和钱」。更真实的是？","这能让我从压力里喘口气","这对我的心理健康有帮助","这是我表达自己的方式","我在认真尝试喜欢的事","reason_0|reason_1|reason_2|reason_3","sensitive"
"L4-L4-17-072-b851e600","L4","L4-17","精神误解","提到「独处的需要」，我最不想被误会成「浪费时间和钱」。更真实的是？","这能让我从压力里喘口气","这对我的心理健康有帮助","这是我表达自己的方式","我在认真尝试喜欢的事","reason_0|reason_1|reason_2|reason_3","sensitive"
"L4-L4-17-065-6335aec8","L4","L4-17","精神误解","如果只能选一个更贴近的：提到「不想被定义的部分」，我最不想被误会成「不接受你们的好意」。更真实的是？","我想先自己消化","我需要一点点掌控感","这对我的心理健康有帮助","我想用自己的方式爱这个家","reason_0|reason_1|reason_2|reason_3","sensitive"
"L4-L4-17-064-e71be6f5","L4","L4-17","精神误解","提到「不想被定义的部分」，我最不想被误会成「不接受你们的好意」。更真实的是？","我想先自己消化","我需要一点点掌控感","这对我的心理健康有帮助","我想用自己的方式爱这个家","reason_0|reason_1|reason_2|reason_3","sensitive"
"L4-L4-17-066-8c8dd574","L4","L4-17","精神误解","最近这段时间，提到「不想被定义的部分」，我最不想被误会成「不接受你们的好意」。更真实的是？","我想先自己消化","我需要一点点掌控感","这对我的心理健康有帮助","我想用自己的方式爱这个家","reason_0|reason_1|reason_2|reason_3","sensitive"
"L4-L4-17-068-0a5a3d89","L4","L4-17","精神误解","提到「对家庭责任的看法」，我最不想被误会成「在赌气」。更真实的是？","想保留一点自己的节奏","我希望被当成成年人看待","我想被看见真实的自己","我需要一点点掌控感","reason_0|reason_1|reason_2|reason_3","sensitive"
"L4-L4-17-067-88cd4940","L4","L4-17","精神误解","在我们家沟通里，提到「不想被定义的部分」，我最不想被误会成「不接受你们的好意」。更真实的是？","我想先自己消化","我需要一点点掌控感","这对我的心理健康有帮助","我想用自己的方式爱这个家","reason_0|reason_1|reason_2|reason_3","sensitive"
"L4-L4-17-120-e52c1765","L4","L4-17","精神误解","提到「花钱方式背后的价值」，我最不想被误会成「被外界带坏了」。更真实的是？","我想先自己消化","我在认真尝试喜欢的事","这对我的心理健康有帮助","这能让我从压力里喘口气","reason_0|reason_1|reason_2|reason_3","sensitive"
"L4-L4-17-119-379015a0","L4","L4-17","精神误解","在我们家沟通里，提到「想成为什么样的人」，我最不想被误会成「不懂事或太自我」。更真实的是？","我在学着对自己负责","这能让我从压力里喘口气","我需要一点点掌控感","这是我表达自己的方式","reason_0|reason_1|reason_2|reason_3","sensitive"
"L4-L4-17-121-9ababf6d","L4","L4-17","精神误解","如果只能选一个更贴近的：提到「花钱方式背后的价值」，我最不想被误会成「被外界带坏了」。更真实的是？","我想先自己消化","我在认真尝试喜欢的事","这对我的心理健康有帮助","这能让我从压力里喘口气","reason_0|reason_1|reason_2|reason_3","sensitive"
"L4-L4-17-123-ce813f56","L4","L4-17","精神误解","在我们家沟通里，提到「花钱方式背后的价值」，我最不想被误会成「被外界带坏了」。更真实的是？","我想先自己消化","我在认真尝试喜欢的事","这对我的心理健康有帮助","这能让我从压力里喘口气","reason_0|reason_1|reason_2|reason_3","sensitive"
"L4-L4-17-122-f11dd41d","L4","L4-17","精神误解","最近这段时间，提到「花钱方式背后的价值」，我最不想被误会成「被外界带坏了」。更真实的是？","我想先自己消化","我在认真尝试喜欢的事","这对我的心理健康有帮助","这能让我从压力里喘口气","reason_0|reason_1|reason_2|reason_3","sensitive"
"L4-L4-17-115-1d128bf0","L4","L4-17","精神误解","在我们家沟通里，提到「想成为什么样的人」，我最不想被误会成「不接受你们的好意」。更真实的是？","我希望被当成成年人看待","这样我会更舒服自在","这能让我从压力里喘口气","我在学着对自己负责","reason_0|reason_1|reason_2|reason_3","sensitive"
